name,artist,totalMatches,foundWords,unplayableWords,matchedLines,track_id
SUBEME LA RADIO,Enrique Iglesias,2,"sol, luna",,Hoy vamo' a juntar la luna y el sol | Hoy vamo' a juntar la luna y el sol | Hoy vamo' a juntar la luna y el sol | Hoy vamo' a juntar la luna y el sol | Hoy vamo' a juntar la luna y el sol | Hoy vamo' a juntar la luna y el sol | Hoy vamo' a juntar la luna y el sol | Hoy vamo' a juntar la luna y el sol | Hoy vamo' a juntar la luna y el sol | Hoy vamo' a juntar la luna y el sol | Y sigo cantando bajo la luna llena | Hoy vamo' a juntar la luna y el sol | Hoy vamo' a juntar la luna y el sol | Hoy vamo' a juntar la luna y el sol | Hoy vamo' a juntar la luna y el sol | Hoy vamo' a juntar la luna y el sol | Hoy vamo' a juntar la luna y el sol,7nKBxz47S9SD79N086fuhn
EL BAÑO,Enrique Iglesias,1,luna,,"Vámono' a la luna, vámono' pa'l cine | Vámono' a la luna, vámono' pa'l cine | Santa de día, diabla cuando cae la luna, yeh | Vámono' a la luna, vámono' pa'l cine",2vvdTrdryjsl8DmPIMDWZU
Shaky Shaky,Daddy Yankee,1,terremoto,,"Terremoto, terremoto! | Terremoto, terremoto! | Terremoto, terremoto! | Terremoto, terremoto! | Terremoto, terremoto! | Terremoto, terremoto! | Terremoto, terremoto! | Terremoto, terremoto! (Ajám!) | Terremoto, terremoto! | Terremoto, terremoto! (Rompe) | Terremoto, terremoto!",7gcMKL3lnDxsp4bIXyv6Zk
Bobo,J Balvin,2,"sol, luna",,Deja que el sol hoy te despierte en mi cama | Deja que el sol hoy te despierte en mi cama | Deja que el sol hoy te despierte en mi cama | Deja que el sol hoy te despierte en mi cama | Y que la luna sepa que estás aquí | Y que la luna sepa que estás aquí | Y que la luna sepa que estás aquí | Y que la luna sepa que estás aquí,5kdTuoKeqdnblCop75wMuX
Kung Fu,Dasoul,1,luz,,Bailando lentamente y a poca luz | Bailando lentamente y a poca luz | Bailando lentamente y a poca luz | Bailando lentamente y a poca luz,5bCqP8qJkx52Ntoe9VvxSe
La Romana,Bad Bunny,1,fuego,estrella,"Fuego, fuego (Fire, fire), fuego, fuego (Fire, fire) | Fuego, fuego (Fire, fire), fuego, fuego | Fuego, fuego (Fire, fire), fuego, fuego (Fire, fire) | Fuego, fuego (Fire, fire), fuego, fuego | La calle tiene fuego, la calle tiene fire | Fuego, fuego (Fire, fire), fuego, fuego (Fire, fire) | Fuego, fuego (Fire, fire), fuego, fuego (Uh) | La calle está en fuego, cuida'o, no te queme' | Fuego, fuego (Fire, fire), fuego, fuego (Fire, fire) | Fuego, fuego (Fire, fire), fuego, fuego | Fuego, fuego (Fire, fire), fuego, fuego (Fire, fire) | Fuego, fuego (Fire, fire), fuego, fuego",1khmgu0pveJbkbpbkyvcQv
Amor Amor de Mis Amores with Devendra Banhart,Natalia Lafourcade,1,cielo,,"Que tú eres mi cielo | Que tú eres mi cielo, eres mis consuelos | Amor de mis amores, tú eres mi cielo | Amor de mis amores, tú eres mi cielo | Amor de mis amores, tú eres mi cielo",3dB42OEuVNiktvt3V5JRVI
Solamente tú,Pablo Alborán,1,luz,"estrella, mar, cielo",Haces que mi alma se despierte con tu luz | Haces que mi alma se despierte con tu luz | Haces que mi alma se despierte con tu luz | Haces que mi alma se despierte con tu luz | Haces que mi alma se despierte con tu luz,7sRXhReWmJF5pqyg3uUTES
Eres para Mí,Julieta Venegas,1,viento,"mar, luz, sombra","Me lo ha dicho el viento, eres para mí | Me lo ha dicho el viento, eres para mí | Me lo ha dicho el viento, eres para mí | Me lo ha dicho el viento, eres para mí | El viento me lo dijo con un soplo suavecillo | Me lo ha dicho el viento, eres para mí | ​Me lo ha dicho el viento, eres para mí | El viento me lo dijo con un soplo suavecillo) | Me lo ha dicho el viento (Yo soy para ti)",4m3vLNZkFAjm30XxPXf7E3
Mis Dos Pequeñas feat Angá Díaz Amadito Valdés Carlos González  Manuel Galbán,Orlando Cachaíto López,1,luna,,Que bella está la luna que bonito viene el día | Que bella está la luna que bonito viene el día | Que bella está la luna que bonito viene el día | Que bella está la luna que bonito viene el día,7yMwkwxNCcsck1SOMgBFlm
Candela,Buena Vista Social Club,1,fuego,,Necesito que me apaguen el fuego | Para que vengan a apagar el fuego | Para que vengan a apagar el fuego (me quemo aé) | Mira que el fuego me está quemando (me quemo aé),1eHGsCdAWh1Ffowzacpfoi
Me Liberé,El Gran Combo De Puerto Rico,1,cielo,,Gracias al cielo me liberé | Gracias al cielo me libere | Gracias al cielo me libere | Gracias al cielo me liberé,1IcnHHfeAkdc88LybFWwb9
El talismán,Rosana,1,tierra,"fuego, mar",Yo soy la tierra de tus raíces: El talismán de tu piel lo dice | Yo soy la tierra de tus raíces: Lo dice el corazón y el fuego de tu piel | Yo soy la tierra de tus raíces: El talismán de tu piel lo dice | Yo soy la tierra de tus raíces: A ver qué dices tú | Yo soy la tierra de tus raíces: El talismán de tu piel lo dice | Yo soy la tierra de tus raíces: Lo dice el corazón y el fuego de tu piel | Yo soy la tierra de tus raíces: El talismán de tu piel lo dice | Yo soy la tierra de tus raíces: A ver qué dices tú | (Yo soy la tierra de tus raíces) El talismán de tu piel lo dice | (Yo soy la tierra de tus raíces) Me lo dice el corazón y el fuego de tu piel | (Yo soy la tierra de tus raíces) El talismán de tu piel lo dice | (Yo soy la tierra de tus raíces) A ver qué dices tú,6MAc5O4zy04wUPQJNqJz5Q
Se fué,Laura Pausini,1,hielo,"sol, tormenta, universo, cielo",Se fue y mi amor se cubrió de hielo | Se fue y mi amor se cubrió de hielo | Se fue y mi amor se cubrió de hielo (Oh) | Y mi amor se cubrió de hielo (Oh-oh),6LU8uRM2fPgaHKD18I0Azk
En El Muelle de San Blas,Maná,1,mar,sol,"Y del mar se enamoró, y su cuerpo se enraizó en el muelle | Sola, con su amor el mar | Nadie la pudo arrancar, y del mar nunca jamás la separaron | Sola, con su amor el mar | Sola, sola con el sol y el mar | Sola, con su amor el mar | Se quedó, se quedó con el sol y con el mar",0mvocLIWUnT10znvIXwHGr
Corazón partío,Alejandro Sanz,1,luna,"sol, tormenta",¿Y bajará la luna para que juguemos? | ¿Y bajará la luna para que juguemos? | Y bajará la luna para que juguemos? | Y bajará la luna para que juguemos? | ¿Y bajará la luna para que juguemos?,0wQCKR9OFjYu5Kzrk7WivJ
No importa que llueva,Efecto Pasillo,1,nieve,"sol, luz",Si hay nieve o si truena | Si hay nieve o si truena | Si hay nieve o si truena si estoy cerca de ti | Si hay nieve o si truena si estoy cerca de ti | Si hay nieve o si truena si estoy cerca de ti,1suTz9wOBk6pF2OAAgKFve
Mediterraneo,Los Rebeldes,1,tierra,"planeta, mar, luz","Que la tierra prometida | Mediterráneo, tierra de pasión | Mediterráneo, tierra de pasión | Mediterráneo, tierra de pasión",6QBLmxP1tU6lw1dhKQulau
Eres Tú  Remasterizado,Mocedades,1,fuego,"lluvia, brisa","Eres tú el fuego de mi hogar | (Como el fuego de mi hoguera) Algo así, como el fuego de mi hoguera | Eres tú el fuego de mi hogar | (Como el fuego de mi hoguera) Algo así, como el fuego de mi hoguera | Eres tú el fuego de mi hogar",4CegDqadrdo0nPVheG9X2D
Esta Cobardía,Chiquetete,1,estrella,,Hace que le vea igual que a una estrella | Hace que le vea igual que a una estrella | Hace que le vea igual que a una estrella | Hace que le vea igual que a una estrella,7xT0YNKaOkvntYehrbRWen
Amante Bandido,Miguel Bosé,1,huracán,viento,"Pasión privada, adorado enemigo, huracán, huracán abatido | Pasión privada, adorado enemigo, huracán, huracán abatido | Y en un oasis prohibido, prohibido, huracán, huracán abatido",1hj6nYHeGclSY0VNTHMi27
