Name,Artist,Total_Matches,Found_Words,Matched_Lines,Link
Lemon Tree,Fools Garden,7,"lemon, lemon, lemon, lemon, lemon, lemon, lemon","[lemon] “Lemon Tree” became a major… Read More [Verse 1] | [lemon] And all that I can see is just a yellow lemon tree | [lemon] And all that I can see is just another lemon tree | [lemon] Isolation, I don't want to sit on the lemon tree | [lemon] And all that I can see is just another lemon tree | [lemon] And all that I can see is just a yellow lemon tree | [lemon] Is just a yellow lemon tree",https://open.spotify.com/track/1yr9HpAu3prvxmq783ZELn
Cake By The Ocean,DNCE,10,"cake, cake, cake, cake, cake, cake, cake, cake, cake, cake","[cake] Cake by the ocean | [cake] I-I-I-I-I, I keep on hopin' we'll eat cake by the ocean, uh | [cake] I-I-I-I-I, I keep on hopin' we'll eat cake by the ocean, uh | [cake] I-I-I-I-I, I keep on hopin' we'll eat cake by the ocean, uh | [cake] I-I-I-I-I, I keep on hopin' we'll eat cake by the ocean, uh | [cake] I-I-I-I-I, I keep on hopin' we'll eat cake by the ocean, uh | [cake] I-I-I-I-I, I keep on hopin' we'll eat cake by the ocean, uh (Oh, hey) | [cake] I-I-I-I-I (Ah), I keep on hopin' we'll eat cake by the ocean, uh (Hey) | [cake] I-I-I-I-I, I keep on hopin' (Alright), we'll eat cake by the ocean, uh (Aw, yeah) | [cake] I-I-I-I-I keep on hopin' we'll eat cake by the ocean, uh",https://open.spotify.com/track/76hfruVvmfQbw0eYn1nmeC
American Pie,Don McLean,7,"whiskey, whiskey, whiskey, whiskey, whiskey, whiskey, whiskey",[whiskey] And them good ol' boys were drinkin' whiskey and rye | [whiskey] Them good ol' boys were drinkin' whiskey and rye | [whiskey] Them good ol' boys were drinkin' whiskey and rye | [whiskey] Them good ol' boys were drinkin' whiskey and rye | [whiskey] Them good ol' boys were drinkin' whiskey and rye | [whiskey] Them good ol' boys were drinkin' whiskey and rye | [whiskey] Them good ol' boys were drinkin' whiskey and rye,https://open.spotify.com/track/2QgWuCtBpNIpl5trmKCxRf
Too Sweet,Hozier,9,"coffee, coffee, coffee, coffee, coffee, whiskey, whiskey, whiskey, whiskey",[coffee] My coffee black and my bed at 3 | [coffee] My coffee black and my bed at 3 | [coffee] My coffee black and my bed at 3 | [coffee] My coffee black and my bed at 3 | [coffee] My coffee black and my bed at 3 | [whiskey] I think I'll take my whiskey neat | [whiskey] I'd rather take my whiskey neat | [whiskey] I take my whiskey neat | [whiskey] I take my whiskey neat,https://open.spotify.com/track/3HMY0r2BAdpasXMY8rseR0
Tequila,The Champs,4,"tequila, tequila, tequila, tequila",[tequila] It is most famous for its catchy saxophone riff and its three Tequila! shouts.… Read More [Instrumental] | [tequila] Tequila | [tequila] Tequila | [tequila] Tequila,https://open.spotify.com/track/5gJKsGij5oGt5H5RSFYXPa
Too Sweet,Hozier,9,"coffee, coffee, coffee, coffee, coffee, whiskey, whiskey, whiskey, whiskey",[coffee] My coffee black and my bed at 3 | [coffee] My coffee black and my bed at 3 | [coffee] My coffee black and my bed at 3 | [coffee] My coffee black and my bed at 3 | [coffee] My coffee black and my bed at 3 | [whiskey] I think I'll take my whiskey neat | [whiskey] I'd rather take my whiskey neat | [whiskey] I take my whiskey neat | [whiskey] I take my whiskey neat,https://open.spotify.com/track/19XpFsce28aByvCC4g89tJ
