Name,Artist,Total_Matches,Found_Words,Matched_Lines,Link
Let's Twist Again,Chubby Checker,4,"summer, summer, summer, summer","[summer] Come on, let's Twist again like we did last summer | [summer] Twist again like we did last summer | [summer] Twist again, like we did last summer | [summer] Come on, Twist again like we did last summer",https://open.spotify.com/track/1INWPr855fwWdAOeecbu0W
