Name,Artist,Total_Matches,Found_Words,Matched_Lines,Link
Eye of the Tiger,Survivor,10,"tiger, tiger, tiger, tiger, tiger, tiger, tiger, tiger, tiger, tiger","[tiger] It's the eye of the tiger, it's the thrill of the fight | [tiger] And he's watching us all with the eye of the tiger | [tiger] It's the eye of the tiger, it's the thrill of the fight | [tiger] And he's watching us all with the eye of the tiger | [tiger] It's the eye of the tiger, it's the thrill of the fight | [tiger] And he's watching us all with the eye of the tiger | [tiger] The eye of the tiger | [tiger] The eye of the tiger | [tiger] The eye of the tiger | [tiger] The eye of the tiger",https://open.spotify.com/track/2KH16WveTQWT6KOG9Rg6e2
Fox On The Run,Sweet,12,"fox, fox, fox, fox, fox, fox, fox, fox, fox, fox, fox, fox",[fox] Fox on the run | [fox] Fox on the run | [fox] Fox on the run | [fox] Fox is on the run | [fox] Fox on the run | [fox] Fox on the run | [fox] Fox is on the run | [fox] Fox on the run | [fox] (Fox on the run) | [fox] (Fox on the run) | [fox] (Fox on the run) | [fox] (Fox),https://open.spotify.com/track/66gG8RzSA2sVQwME8e43wX
Free Bird,Lynyrd Skynyrd,9,"bird, bird, bird, bird, bird, bird, bird, bird, bird","[bird] 'Cause I'm as free as a bird now | [bird] And this bird you cannot change | [bird] And the bird you cannot change | [bird] And this bird you cannot change | [bird] 'Cause I'm as free as a bird now | [bird] And this bird you cannot change | [bird] And the bird you cannot change | [bird] And this bird you cannot change | [bird] Won't you fly high, free bird? Yeah",https://open.spotify.com/track/5EWPGh7jbTNO2wakv8LjUI
White Horse - 2008 Remaster,Laid Back,6,"horse, horse, horse, horse, horse, horse",[horse] Don't ride the white horse | [horse] Don't ride the white horse | [horse] White horse | [horse] Don't ride the white horse | [horse] White horse | [horse] Don't ride the white horse,https://open.spotify.com/track/6mrxHiqJhSR67wAT71ZYI5
A Horse with No Name,America,4,"horse, horse, horse, horse","[horse] I've been through the desert on a horse with no name | [horse] You see, I've been through the desert on a horse with no name | [horse] After nine days, I let the horse run free | [horse] You see, I've been through the desert on a horse with no name",https://open.spotify.com/track/54eZmuggBFJbV7k248bTTt
