name,artist,totalMatches,foundWords,unplayableWords,matchedLines,track_id
The Real Slim Shady,Eminem,1,fuck,"shit, bitch, damn, ass","Well, I do, so fuck him, and fuck you too | Who cuss like me, who just don't give a fuck like me | Or in the parkin' lot, circling, screaming, ""I don't give a fuck!""",3yfqSUWxFvZELEM4PmlwIR
Bad Romance,Lady Gaga,1,bitch,,"And you know that I need you ('Cause I'm a free bitch, baby) | Work it, move that bitch crazy | Work it, I'm a free bitch, baby",1CZOrmHUUjeDP7N2B4Ba6S
Pump It,Black Eyed Peas,1,damn,"shit, ass","Damn, damn | Damn, damn (Ooh, woah) | Damn, damn (Ah-ah-ah-ah-ah)",2ygMBIctKIAfbEBcT9065L
Without Me,Eminem,1,shit,"fuck, bitch, ass","Anybody who's talkin', ""This shit, that shit"" | But sometimes, the shit just seems",7lQ8MOhq6IN2w8EYcFNSUk
Teenagers,My Chemical Romance,1,shit,,"They said, ""All teenagers scare the living shit out of me | ""Teenagers scare the living shit out of me",7j31rVgGX9Q2blT92VBEA0
