name,artist,totalMatches,foundWords,unplayableWords,matchedLines,track_id
Ms Jackson,Outkast,1,never,"year, day","She never got a chance to hear my side of the story, we was divided | Forever never seems that long until you're grown",0I3q5fE6wg7LIfHGngUTnV
Maneater,Nelly Furtado,1,never,,"Make you cut cards, wish you never ever met her at all | Even if you never ever seen it (Oh) | Make you cut cards, wish you never ever met her at all (Oh) | Make you cut cards, wish you never ever met her at all (Make you buy cars, cut cards) | No, never ever met her at all (What you saying, girl?) | You wish you'd never ever met her at all (What you saying, girl?) | You wish you'd never ever met her at all (Come on!) | You wish you'd never ever met her at all (Break!) | (I've been around the world, I ain't never seen a girl like this)",4wH4dJgrsxONID6KS2tDQM
Lets Twist Again,Chubby Checker,2,"summer, year",,"Come on, let's Twist again like we did last summer | Twist again like we did last summer | Twist again, like we did last summer | Come on, Twist again like we did last summer | Yeah, let's Twist again like we did last year | Come on, Twist again like we did last year | Come on, let's Twist again like we did last year | Girl, let's Twist again like we did last year",1INWPr855fwWdAOeecbu0W
Daydream,Gunter Kallmann Choir,1,day,,On a beautiful day | Such a beautiful day | Singing all of the day,0F6pFZDlQSiQBWsjQZFbTH
Meet Me Halfway,Black Eyed Peas,1,day,"night, always","Every single day, yes, I'm really missing, missing you | I'll be looking out, night and day | Wanna have you around, 'round like every single day",3F9ByoUqu31xU0I3G5xfVg
Six Days  Remix,DJ Shadow,4,"day, today, tomorrow, never",week,It's sword and gun day | Tomorrow is another day | Another day! | (Tomorrow is another day) | Tomorrow never comes until it's too late (Get tomorrow on the phone) | (Trying to reach tomorrow) | (Get tomorrow on the phone) | Tomorrow never comes until it's too late (I need to see tomorrow) | Tomorrow never comes until it's too late | You never thought we'd go to war,5j3QqRGflS4o5jbsFSwKW1
Junk Of The Heart Happy,The Kooks,1,night,,I wanna make you feel alive at night | Are you a good girl through the night?,2jZgzSxNSg1hTCq0ewWHGJ
Last Nite,The Strokes,1,night,,"Last night, she said | 'Cause I left that night, yeah",7kzKAuUzOITUauHAhoMoxA
Wild World,Yusuf  Cat Stevens,1,always,never,"I'll always remember you like a child, girl | And I'll always remember you like a child, girl",7mjSHL2Eb0kAwiKbvNNyD9
The Time Dirty Bit,Black Eyed Peas,1,never,night,And I've never felt this way before | And I've never felt this way before-fore,7vWFaMq63AwkFDhS2OAg5u
Total Eclipse of the Heart,Bonnie Tyler,2,"always, never",,"I don't know what to do and I'm always in the dark | You always wanted to be | But every now and then, I know you'll always be the only boy | I don't know what to do, I'm always in the dark | And you're never coming 'round | 'Cause we'll never be wrong | Every now and then, I know you'll never be the boy | And we'll only be making it right (And we'll never)",7wuJGgpTNzbUyn26IOY6rj
Cant Take My Eyes Off You  Original Extended Version,Boys Town Gang,1,night,,"I need you, baby, to warm a lonely night",566U7bjbnK0I3RxObVVpA9
Yes Sir I Can Boogie,Baccara,1,night,,All night long | All night long (All night long),2LScqpywMqGcnum6nNaxXX
Always On My Mind,Elvis Presley,1,never,"second, always",I just never took the time | And I guess I never told you,1B5Tp2Ml9nLlmTSJx8xVfI
Ruby Tuesday,The Rolling Stones,1,day,"tuesday, night, yesterday, never",When you change with every new day,4hupcimlg3UBbW1kAQ6vrT
