Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"Caramelldansen","Caramella Girls","Supergott (Speedy Mixes)","Swedish","Playlist","SERJR0805021","7MwwPyZJ7UKFROj2oVnH6R"
"Stormande hav","Timoteij","Stormande hav","Swedish","Playlist","SEPEL1200801","1ynG0Ej6hJzKEAQl5ZB4D5"
"Piga & dräng","Drängarna","Piga & dräng","Swedish","Playlist","SEXER2000101","0fXANVK5oDCujoed5II6La"
"Guld och gröna skogar","Hasse Andersson","Guld och gröna skogar","Swedish","Playlist","SEPQA1401134","4duZ7qHSwXKrgNNSZAAaic"
"Händerna mot himlen","Petra Marklund","Inferno","Swedish","Playlist","SEWBD1206710","14AJI1RloVWTh8bJe9gBPM"
"Vart du sover","Victor Leksell","Vart du sover","Swedish","Playlist","TCADQ1872573","0SQIqzlha4iu1cGlvm0gZO"
"Om du lämnar mig nu","Norlie & KKV","Om du lämnar mig nu","Swedish","Playlist","SEUM71800507","0L1dQD7v94waLO2azsFvbw"
"Vi kommer aldrig att dö","Bo Kaspers Orkester","Amerika","Swedish","Playlist","SEBGA9611901","3HSt1ZgyKd8MONJ722o8PT"
"Själens skrubbsår","Mando Diao","Själens skrubbsår","Swedish","Playlist","SE3SA2000701","4gORhI3PNglK7JHL5WeLKl"
"Alla drömmar är uppfyllda","Håkan Hellström","Rampljus Vol. 1","Swedish","Playlist","SENAA2000301","1qssB6V0u9ETaLUzaOoMuK"
"Men åh","Nord & Syd","Som en människa","Swedish","Playlist","USV291356766","3hu1vvyocTsNo1m2lO7ZNb"
"Några Ord Om Dig","Amason","Några Ord Om Dig","Swedish","Playlist","GBKPL2087031","65eoJ9D8XUufqowmxeAFDB"
"Kajanaland","Vasas flora och fauna","Kajanaland","Swedish","Playlist","SEUHA2000201","0LAjfEwZE58Job2o7bGsLl"
"En dag till","Slowgold","En dag till","Swedish","Playlist","SEVJH1906202","6X5wl9RmFCmpvCjb00Z2SV"
"Förlorare","Mattias Alkberg","Bodensia","Swedish","Playlist","SE2FY2000208","3TgTCk5wF1IFCiEQttFyFU"
"Sordin","Iiris Viljanen","Sordin","Swedish","Playlist","SE2S82000101","0j1V3RqSFwicuJ1fQ4O9lx"
"Psalm","Anna Järvinen","Psalm","Swedish","Playlist","SE43Y2000101","04NlleKM88a8DCQGBsRbb9"
"Blå","Maja Gödicke","Blå","Swedish","Playlist","SENAA1601301","6OyURAWisqW2PIVxFpF9EW"
"Min pelare","Paulina Palmgren","Min pelare","Swedish","Playlist","SE46Q1801502","66DfNbJ0nHDG5Ayx85TvME"
"Ge mig luft","Joss Ture","Ge mig luft","Swedish","Playlist","SE3OH1501837","6jkPitoqr0jIMIjbudE23v"
"Stockholms tunnelbana","Marie Lalá","Har jag sagt att jag älskar dig?","Swedish","Playlist","SE2ZT1400201","1GQtdDQUe4N3rEJvqySNhO"
"Sista dansen","Ludwig Bell","Sista dansen","Swedish","Playlist","SEUHA1900601","1oc9MgxJOvFkdYAUij9X34"
"Fixa dig","Havet","Fixa dig","Swedish","Playlist","SEYDQ1600701","0qNlJmwc2IE7DmzpFGtl9u"
"Bara fortsätt","Det Brinner","Bara öppna ögon kan se","Swedish","Playlist","SE54O1901106","5LfpBSByHTz2MGDzKk3D6t"
"Stockholm, sett snett uppifrån","Vapnet","Döda fallet","Swedish","Playlist","USA560815894","6wqFgEf5VXWlSjsQPC4USt"
"Färger I En Vind","Julia Adams","We Love Disney","Swedish","Playlist","SEUM71900739","1sYUvsj6O4AJm86EdV27N5"
"Gå Rå","Hemliga Klubben","Gå Rå","Swedish","Playlist","SEUM71900736","1SAhKJnu2l4DZEQQArmod0"
"Ibland gråter jag bara för att tiden går","Marit Bergman","Molnfabriken","Swedish","Playlist","SEYEB1600101","3qhYl8zFudxYVMeOnq9j9r"
"Miljonär","Solen","Känslor säljer / Miljonär","Swedish","Playlist","SEVJH1605501","0YmuzC0Klnx0u0AuxARDbn"
"Jag vill va sjuk med dig","Andreas Söderlund","Daustralien","Swedish","Playlist","SEWBD1004006","0OLZpNC0fnan7R8sZqsjRV"
"Jag är en idiot","Ludwig Bell","Jag har försökt förklara","Swedish","Playlist","SEWBD1003901","71a4XKZQzF6kFpUWYWte3e"
"Amerika","1987","Amerika","Swedish","Playlist","SEPQA1700045","0gseT0WDmRTXqpqsfP8ygZ"
"Ett steg fram","Junie","Ett steg fram","Swedish","Playlist","SEUM72001165","2qnIZKUoJxwZjUbMqW2KYz"
"Bete dig","Amanda Aasa","Bete dig","Swedish","Playlist","SE5BU2090655","2ShkQpjVzyp2ZwK6Zx8Sik"
"Överallt på mig","Amanda Aasa","Real Love","Swedish","Playlist","SE6QE2026003","6mj6QvxmVrQtE2ApcxeyHW"
"Samla dina tankar","Amanda Aasa","Real Love","Swedish","Playlist","SE6QE2026004","2u2lAVRfyw6sDHSHeeJ5dv"
"Sverige","kent","Vapen & ammunition","Swedish","Playlist","SEBMC0219100","3LodQuubJHwPgkxp4BxHE7"
"Du gamla du fria","ZLATAN","Du gamla du fria","Swedish","Playlist","SEWDL6021597","4xtbfs4diau2gycTSMLMvs"
"Du gamla, Du fria","Ida Redig","Tills döden skiljer oss åt","Swedish","Playlist","SEUM71600865","1HqMkGAXTQFOBp4myl8G31"
"Pärlor","kent","Vapen & ammunition","Swedish","Playlist","SEBMC0219020","5YCKObb1A7YIeOKzXhREwz"
"Musik Non Stop","kent","Hagnesta Hill","Swedish","Playlist","SEBMC9961010","0kNN4E7Ai5u5JprxgLJH3R"
"Ingenting","kent","Tillbaka Till Samtiden","Swedish","Playlist","SEBMC0700075","1KJe9UbBelM1Jz0uZRPlhi"
"Andromeda","kent","Då Som Nu För Alltid","Swedish","Playlist","SEBMC1600001","4kDxEgxDsxbvepRR3LwpOn"
"Max 500","kent","Du & jag döden","Swedish","Playlist","SEBMC0500004","770E8KGmhSNiv6tD7PQ55E"
"Sista morgonen","Niklas Strömstedt","En gång i livet","Swedish","Playlist","SEAMA8822040","1JAy2eD5rhtvBo4xEMB9BS"
"Oslagbara!","Niklas Strömstedt","Halvvägs Till Framtiden","Swedish","Playlist","SEPQA9204110","6Y4TjH3wA2r76NML5BGASz"
"Tills mitt hjärta går under","Myra Granberg","Tills mitt hjärta går under","Swedish","Playlist","SE5751829878","71q2qYTo4BzqNGpy5S7vV3"
"Om igen","Victor Leksell","Fånga mig när jag faller","Swedish","Playlist","SEBGA2000501","3xVkdn1dj0fP1KesvRsGru"
"Alla dessa gånger","Victor Leksell","Fånga mig när jag faller","Swedish","Playlist","SEBGA2000502","6zOl4SRKOapc0rQmJQ1Fjm"
"Du är bäst","Ida Redig","Du är bäst","Swedish","Playlist","SEUM71600001","7x4tkof9z26i2s58Hgxnef"
"En Helt Ny Värld","Mattias Andréasson","We Love Disney","Swedish","Playlist","SEUM71901027","6RNCEhXiulEOuemRpUxNZA"
"Slå Dig Fri","Kamferdrops","We Love Disney","Swedish","Playlist","SEUM71901026","0o5ItTpMCdbOKfEhO092pp"
"Håll till godo","Björn Bengtsson","Vaiana (Svenskt Original Soundtrack/Deluxe Edition)","Swedish","Playlist","USWD11678508","356LhRbKqHnQfjwf8nyqnR"
"Vad jag kan nå","Wiktoria","Vaiana (Svenskt Original Soundtrack/Deluxe Edition)","Swedish","Playlist","USWD11678505","4ms1Vy7ta7b7cpAksfoMT4"
"Känn En Doft Av Kärleken","Lisa Ajax","We Love Disney","Swedish","Playlist","SEUM71901000","3O8y8BrS97OlbXfjJ0fkvy"
"Låt mig gå","Veronica Maggio","Och som vanligt händer det något hemskt","Swedish","Playlist","SEUM72200286","0NXqhf7bDVLz8fGUVyzajw"
"Finast utan filter","Nadja Evelina","Finast utan filter","Swedish","Playlist","SEWGI1608001","2MUaIa4EpKRzqgMLbpgxUk"
"Landet","Marit Bergman","Molnfabriken","Swedish","Playlist","SEYEB1600310","3x2OxAIGwPW0XxaOkkHDOZ"
"God Morgon","Ida Redig","God Morgon","Swedish","Playlist","SE5LX1700103","0gPbQF0inZBrudiuEPAm4a"
"I Riden Så","Helisir","Sårbare","Swedish","Playlist","NLP5X1600004","4Dsk2Fi9YdHzbtCpHUu4aV"
"Timmarna","Garmarna","6","Swedish","Playlist","SE3OW1600004","3sfuMet0QeffWda0ykdhSC"
"Inte sörja vi...","Garmarna","Vittrad","Swedish","Playlist","SELIA9402100","11GvThide5CPLKFj4DZk7i"
"Gröne Lunden","OMNIA","Musick and Poëtree","Swedish","Playlist","NLT641100076","28KfOiSzbCuchoyCqg0sLT"
"Du som har mitt hela hjärta","Poeta Magica","SAGA","Swedish","Playlist","ushm81631617","2RF8ZEBXhObafTo8GUiDYL"
"Te boern å berga blå","Ulrika Bodén","Te berga blå (EP)","Swedish","Playlist","SEXQX1600502","1gYqx4Ms6t9V5Uy2MBVmdj"
"Alla gossar","Triakel","Triakel","Swedish","Playlist","SELAE9801080","0q5Yc3aRcLMGpynw3uCALD"
"Dalarna","Moonica Mac","PART TWO","Swedish","Playlist","SE62M2118183","7CvgVJQSqfZUur2Q2Gkgps"
"Till slutet av augusti","Moonica Mac","Stark & Sårbar","Swedish","Playlist","NLS6R1861208","2m2errv0ukOnsFL2mAOifj"
"Visa vid vindens ängar","Mats Paulson","Visor vid vindens ängar","Swedish","Playlist","SEAYD7804080","2f9Wq2T8qty2EmsUMNNPxq"
"tystnar i luren","Miriam Bryant","PS jag hatar dig","Swedish","Playlist","SE5EM2000701","5IZGN81VVgBv1lPrjXzOD6"
"Döda hjärtan kan slå igen","Daniel Adams-Ray","Döda hjärtan kan slå igen","Swedish","Playlist","SE6I32197721","4CZAKCH7hNagnKhJe60IyU"
"Just idag är jag stark","Kenta","Kenta","Swedish","Playlist","SEPQC7916010","4TBEx9Vq1TyuVoIope0DMK"
"Brev från kolonien","Cornelis Vreeswijk","Visor och oförskämdheter","Swedish","Playlist","SEPQB6406030","4bl8idKCKkuvOyHRFSWot4"
"Somliga går med trasiga skor","Cornelis Vreeswijk","Tio vackra visor och personliga Person","Swedish","Playlist","SEPQB6803200","3RziapqS8nr6DiejCtI3cd"
"Jag ska fånga en ängel","Ted Gärdestad","Ted","Swedish","Playlist","SEAYD9306040","3No0idjeViPyWDP4gh1YGo"
"Slå mig hårt i ansiktet","Thomas Stenström","Fulkultur","Swedish","Playlist","SEYQH1400102","55qzWY5YYvMFSF36ePMY4T"
"En midsommarnattsdröm","Håkan Hellström","Ett kolikbarns bekännelser","Swedish","Playlist","SEVBU0500001","2PD70CPXPOsnTxJdoaaN95"
"Ramlar","Håkan Hellström","Känn ingen sorg för mig Göteborg","Swedish","Playlist","SEVBU0002010","6BvtcJlv2kdlUodAt7PD6c"
"Kom igen Lena!","Håkan Hellström","Det är så jag säger det","Swedish","Playlist","SEVBU0200153","4UDaVq5tm2mQ6tNgWydhUX"
"Vart jag mig i världen vänder","Den svenska björnstammen","Ett fel närmare rätt","Swedish","Playlist","SE2UI1200107","7nLMZKhfkFZLr9rz4VyOpF"
"Sean den förste Banan","Sean Banan","Sean den förste Banan","Swedish","Playlist","SEBGA1100586","5J2UfqBylH8jDQZJnxby81"
"Gubben i lådan","Daniel Adams-Ray","Svart, vitt och allt däremellan","Swedish","Playlist","SEYMV1000304","08bjJuoHJwfTnjNcuENOFz"
"Lyckligare nu","Linnea Henriksson","Till mina älskade och älskare","Swedish","Playlist","SEBGA1200722","61o5tmzK4TdftIGykP7stT"
"Valborg","Håkan Hellström","Det kommer aldrig va över för mig","Swedish","Playlist","SEUM71300323","0Hz0ySp6XYrBhEQPU16Hz8"
"Kung för en dag","Magnus Uggla","Karaoke","Swedish","Playlist","SEVBS9701020","6hNZR6KC2UZXlDNlOLK2WB"
"Inga kläder","Veronica Maggio","Satan i gatan (Bonus Version)","Swedish","Playlist","SEUM71100337","2GbyU3ZuI1gDuSCQJCXwe1"
"Fallskärm","Timbuktu","Fallskärm","Swedish","Playlist","SEVQI1200101","2Uq9eAI5PWA5Qb0CD94c5V"
"Gammal sång","Veronica Maggio","Och vinnaren är...","Swedish","Playlist","SEUM70800050","4bdXNuylEniUuSdynoc8nz"
"Havanna Mamma","Veronica Maggio","Vatten och bröd","Swedish","Playlist","SEUM70600394","7gybDAR6f9GVls39O1aYT2"
"Va kvar","Veronica Maggio","Handen i fickan fast jag bryr mig","Swedish","Playlist","SEUM71301692","1cMPXp965QnRzVNQkvVdQz"
"Mörkt - Bonus Track","Veronica Maggio","Handen i fickan fast jag bryr mig","Swedish","Playlist","SEUM71301697","1ookLlxiY7F4ArJehtu9IN"
"Fru Gårman","Tjuvjakt","Vems värld är det här?","Swedish","Playlist","SEAMA1300470","0MYpplGQfDR5YNFNWZE4aR"
"Pärlor","kent","Vapen & Ammunition","Swedish","Playlist","SEBMC0219020","2T5UDvBzecsQkTMVbOvRLS"
"Tandtråd","Tjuvjakt","Tandtråd","Swedish","Playlist","SEAMA1300132","1K2a8QcaPTDTZ1e4M0s8gQ"
"Mister Cool","Snook","Vi vet inte vart vi ska men vi ska komma dit","Swedish","Playlist","SELAA0400501","1AfdWCYXaJHzHWsgGVkjhe"
"Sju sorger","Veronica Maggio","Satan i gatan (Bonus Version)","Swedish","Playlist","SEUM71100340","3jB5trbr0kQqQRkYr3M3u5"
"Snälla bli min","Veronica Maggio","Satan i gatan (Bonus Version)","Swedish","Playlist","SEUM71100341","2jEPQKvz7dh1pfpRyq6G1C"
"(Kom så ska vi) Leva livet","Gyllene Tider","Moderna Tider","Swedish","Playlist","SEAME0400041","3WdLb11xMR9caAdCvqeLzC"
"Vi mot världen","Veronica Maggio","Den första är alltid gratis","Swedish","Playlist","SEUM71600594","6d5ynrHbFcS92R24BytGx7"
"Sunnanvind","Mares","Sunnanvind","Swedish","Playlist","SE5BU1968487","6PGTdXzd26BqY33EXVWWgg"
"Din tid kommer - Otto Knows Remix","Håkan Hellström","Din tid kommer (Otto Knows Remix)","Swedish","Playlist","SENAA1601601","04LHuPqOMSpnHFaziPq1qO"
"Höga klackar","Mares","Höga klackar","Swedish","Playlist","SEWGI1605001","4rSpx8I0BBXMQPHpawaDs2"
"Mina områden","Kartellen","Ånger & Kamp","Swedish","Playlist","SEVLE1200202","1TFlvQ12TtF9nHmvXCaLpx"
"När solen går ner","AKI","När solen går ner","Swedish","Playlist","SEUM71201340","68GdZAAowWDac3SkdNWOwo"
"SEVILLA","Thrife","SEVILLA","Swedish","Playlist","SE6XW2288884","1YRrnU7iBSHsdyG5AVIC2Y"
"Genom Eld & Vatten","Sarek","Genom Eld & Vatten","Swedish","Playlist","SEMDA0300903","20NfHnLzpw6qoAKOX8BFaQ"
"Cyklar ni så springer jag","Mares","Cyklar ni så springer jag","Swedish","Playlist","SEWGI1605601","7ihOAPfUkJPrIAiQEv9GfW"
"Porrfilm","Tjuvjakt","Pipa","Swedish","Playlist","SEYOK1413351","7yg2VnVRlEygNpn9MdbNY2"
"Din soldat","Albin Johnsén","Dyra tårar","Swedish","Playlist","SEUM71400801","4EdnF9XCU3d45DOcw8WTpR"
"Solen har gått ner","Veronica Maggio","Fiender är tråkigt","Swedish","Playlist","SEUM71900429","10ylH6P7Lk02UVQbHSLSuJ"
"Blåmärkshårt (Mi Amor)","Miriam Bryant","Mi Amor","Swedish","Playlist","SE5EM1900305","2qKtQuFukH2d0m3FNROcqH"
"Kärleksbrev","Hov1","Kärleksbrev","Swedish","Playlist","SEUM71600501","3QZv9Jn1J3u37z6O7Urir7"
"Stad i ljus","Tommy Körberg","Är","Swedish","Playlist","SEBMA9546010","7bVwUOySQGO2afJ0LArAMi"
"Hornstullsstrand","Hov1","Vindar på Mars","Swedish","Playlist","SEUM71900416","2kju4JyRnNmiwQYhFrLgKy"
"Dör för dig","Danny Saucedo","Hör vad du säger men jag har glömt vad du sa","Swedish","Playlist","SEBGA1500194","1J8teo08q8FlNWIJh9QFr3"
"Jag ber dig","Magnus Carlson","Pop på Svenska","Swedish","Playlist","SEPQA0306010","5mcZ5ndKIfF4DBuYXZfFja"
"Satan i gatan","Veronica Maggio","Satan i gatan","Swedish","Playlist","SEUM71100167","2IiQxym6VQiWeapvGFXI61"
"Det kommer aldrig va över för mig (Live)","Håkan Hellström","Håkan Boma Ye! (Live)","Swedish","Playlist","SEYTP1401027","1fFJXoQ6O6CtzeoQyfgFU2"
"Sång till friheten","Björn Afzelius","Svenska 80-tals favoriter","Swedish","Playlist","SEPQB8250064","3avRttApx7soOWxefkN3Yo"
"Vi har bara varandra","Di Leva","Absolute Svenskt 80-tal","Swedish","Playlist","SEPQA9913030","0ElJ5jot7ef29sibDAfhGl"
"Sommaren är kort","Tomas Ledin","40 år 40 hits ett samlingsalbum 1972 - 2012","Swedish","Playlist","SEAYD8204040","0mXJHQQsh6gwGtUZKVIf7b"
"Ligger med en ful (feat. Markus Krunegård)","Little Jinder","Allting suger","Swedish","Playlist","SEPQA1500818","4I4CvvN1DT1yhnbukLbsd7"
"Min stad","Frida Hyvönen","Kvinnor och barn","Swedish","Playlist","SE29W1600209","3c7EayFeReSx5L7BVI81Ab"
"Länge leve vi","Ison & Fille","Resumé","Swedish","Playlist","SEXZC1400109","7qIN01nqIMqmVA0RLC96k2"
"Bara Få Va Mig Själv","Laleh","Kristaller","Swedish","Playlist","SE36T1600101","22sxprFgWzvVY4ToELTmOV"
"Sarah","Mauro Scocco","Mauro Scocco","Swedish","Playlist","SEPAS8809020","4uBbgoKiRzcjgjVH6FqgTS"
"Jag saknar dig mindre och mindre","Melissa Horn","Innan jag kände dig","Swedish","Playlist","SEBGA1100146","0atRkLynwT9JbhSQkoPdLY"
"Om du var här","kent","Best Of","Swedish","Playlist","SEBMC9782010","4x7WDRhqMZe1s4eLPCPOe5"
"Din tid kommer","Håkan Hellström","Du gamla du fria","Swedish","Playlist","SENAA1600801","4fScePDGQMY0ibb3L90xS3"
"Hej Monica","Nic & The Family","Hej Monica","Swedish","Playlist","SEPQA0407010","6kTQYsUoab5bWtOh4wTITA"
"Vem tänder stjärnorna","Eva Dahlgren","En blekt blondins hjärta","Swedish","Playlist","SEPAS9129050","0xljZqZHvXhVfse33fQ9bK"
"Sjön","Frida Hyvönen","Kvinnor och barn","Swedish","Playlist","SE29W1600201","5CpILSRTZHzJfCioMK1Pvf"
"Så länge vi har varann","Ratata","La Dolce Vita (Det bästa 1982-2003 / I eget urval)","Swedish","Playlist","SEPAS8703030","1ZRg8C9582vT6ELL8L6sBW"
"Himlen är oskyldigt blå","Ted Gärdestad","Signerat Peter Nordahl","Swedish","Playlist","SEUM71700101","5Aj8O5QKCFyY6qheZJITSZ"
"Elegi","Lars Winnerbäck","Vatten under broarna","Swedish","Playlist","SEBFO0400401","0uTdDtNBxwma3QMvZShBWm"
"Himlen runt hörnet","Lisa Nilsson","Himlen runt hörnet","Swedish","Playlist","SELEA9201010","3uhF5EBcuqqXELlszBhIOy"
"Kärlekens tunga - 2000 Remastered Version","Eldkvarn","Diamanter - 80-Talet","Swedish","Playlist","SEAMB8700007","2ElW5oqfJ0OwlJAWFw9BlJ"
"Vi kommer att dö samtidigt","Säkert!","Säkert!","Swedish","Playlist","SEWBD0702102","1sQxrKrojCSuBk6XuaT8vm"
"Vi är inte längre där","kent","Best Of","Swedish","Playlist","SEBMC1600006","1fdHSBj03Zh8m5FzH391AE"
"Alla vill till himmelen men ingen vill dö","Timbuktu","Alla vill till himmelen men ingen vill dö","Swedish","Playlist","SEVLE0400401","1s8zHKdZ6Nb90uZNTw1CYd"
"I samma bil","Bo Kaspers Orkester","Hund","Swedish","Playlist","SEBGA0600510","4pWq7GndIl8NXzd9owY4bE"
"Ingen vill veta var du köpt din tröja","Raymond & Maria","Absolute Svenskt 00-tal","Swedish","Playlist","SEPQA0310030","5ZwGEB12w8ecsliRierijy"
"Under ytan","Uno Svenningsson","Uno","Swedish","Playlist","SEPAS9448050","7E9rcVjE66zO7p4IwyhjBC"
"Stockholm","Orup","Pop på Svenska","Swedish","Playlist","SEPQA9210150","7vxE0FaowwG7sPaNHQXcId"
"Ängeln i rummet","Eva Dahlgren","Fria världen 1.989","Swedish","Playlist","SEPAS8914030","2UDADgwsXreo0c6ylxzb2Y"
"Fanfanfan","Thåström","Skebokvarnsv. 209","Swedish","Playlist","SEUM70500143","4FaC6xFPuSEglkYUqdcACA"
"Genesarets Sjö","Kjell Höglund","Tidens Tecken","Swedish","Playlist","SELGA1100804","31ui4AOsd31MndbYaztzGt"
"Jag vill ut","Lilla Sällskapet","Om vingarna bär","Swedish","Playlist","SEYMV1200413","5oaKMbpHlfk6oaPtbaqJPc"
"Vill bara leka mer","Kaah","Matcha din look","Swedish","Playlist","SEBGA1300039","5gdklTA0GlTsjRZ4xzw52X"
"100: -","Fattaru","Mina Drömmars Stad","Swedish","Playlist","SEBIA0600101","3zBZNVuIm14Q3WOPxYLqa0"
"Svär på min mamma","Silvana Imam","Svär på min mamma","Swedish","Playlist","SE3SA1403401","6BG00qlioCB6wuPdeEImmF"
"Suedi","Erik Lundin","Suedi","Swedish","Playlist","SEYWK1500806","1bGSy8Y0mY0AMZzp4d4xTK"
"Allt från mig","Lorentz","Kärlekslåtar","Swedish","Playlist","SE4FY1400103","2iMUDBFvm97veDCMNqTGLN"
"Knäpper mina fingrar - Torka dina tårar Remake","Linda Pira","Knäpper mina fingrar (Torka dina tårar Remake)","Swedish","Playlist","SEUM71601289","2shlrIarlmMpzR77tjIWIj"
"Haffa Guzz","Lilla Namo","Tuggare utan gränser","Swedish","Playlist","SE3H81200101","1wnk3fXw1oQr9urMBZ1lH5"
"Det löser sej","Timbuktu","Alla vill till himmelen men ingen vill dö","Swedish","Playlist","SEVLE0500108","2naC3HbsJonvMZSbBRWodj"
"Jag kommer","Veronica Maggio","Satan i gatan","Swedish","Playlist","SEUM71100165","2QyTvPHRT9P6ZZSOAzG7eG"
"Kung för en dag","Magnus Uggla","Klassiska mästerverk","Swedish","Playlist","SEVBS9701020","6AvK18xgjLRGM2aKqe5rBW"
"Josefin","Albin Lee Meldau","Josefin","Swedish","Playlist","SE5AY2100160","73hiGuj0dxhA1YhmSJOcMF"
"Säg mig var du står","Carola","Happy Days","Swedish","Playlist","SEBGA1600112","2iiqOAcniz3WbD7mTn5JgV"
"Diggiloo Diggiley","Herreys","Diggiloo Diggiley","Swedish","Playlist","SEVNI0201801","4NzirQ4BrNkVaPEla2ipG4"
"Fantasi","Style","12 Bästa","Swedish","Playlist","SEBMA8067050","73ntNRkvOEuwWMiDZknqvy"
"Rara söta Anna","Ronny & Ragge","Let's Pök","Swedish","Playlist","SEBMA9344060","09o8YE3Ta7YRXh5NI9HPZQ"
"Ooa hela natten","Attack","Rätt stuk","Swedish","Playlist","SEBGA1600489","2pa73fbZD7ltJ09AB0Teox"
"Utan dina andetag","kent","Om Du Var Här","Swedish","Playlist","SEBMC9712030","5eJ314ozT4CTPlyjdsGq78"
"Fångad av en stormvind - Swedish Version","Carola","Främling 25 år","Swedish","Playlist","SEBMI9000020","06xX9E1BTTwyOwyaBuszSK"
"När vindarna viskar mitt namn","Roger Pontare","När vindarna viskar mitt namn - Single","Swedish","Playlist","SEANF0000201","1nSyBcZr8IS9wZcFyvqqE7"
"Sommaren är kort","Tomas Ledin","Gränslös (Bonus Track Version)","Swedish","Playlist","SEAYD8204040","2W7tzqjAPXG97RthXx6pNR"
"Dom andra","kent","Vapen & Ammunition","Swedish","Playlist","SEBMC0220010","5h3lMSx5ez1pffRQHGzgm7"
"Rullar fram","Fronda","Fridlysta frekvenser","Swedish","Playlist","SEVGT0702911","5v55pDsyrxIs6OTk3E5l69"
"Öppna din dörr","Tommy Nilsson","En kvinnas man","Swedish","Playlist","SEBMC9423030","29fNIVCogo4jpvKgTtIwyb"
"Himlen är oskyldigt blå","Ted Gärdestad","Droppar av solregn","Swedish","Playlist","SEAYD9306120","27TFfAFo4sE4fw04QDqJmD"
"Inget stoppar oss nu","Lucianoz","Inget stoppar oss nu","Swedish","Playlist","SEBGA2303271","2CyOfxn9TkmBml8ZNBIcZf"
"Fan va bra","Jakob Karlberg","Fan va bra","Swedish","Playlist","SEBGA1500100","4pItP9yMHJ4Klk8U6eOmLx"
"Mikrofonkåt","September","Love CPR","Swedish","Playlist","SEWBD1000807","0xjVgqTMOdT2dxPuXgSORm"
"Ju Mer Dom Spottar","Kapten Röd","Fläcken Som Aldrig Går Bort","Swedish","Playlist","SEVQU0111101","3uVO0fpvKhuPCfGCAjJev0"
"Håll om mig","Nanne","Alltid på väg","Swedish","Playlist","SEPEL0512010","1ncViFeYXhivtuPumssvmZ"
"Trubaduren","Magnus Uggla","Alla får påsar","Swedish","Playlist","SEVBS9301050","3Ky9LkmNsqmj85J3Xrfskl"
"När vi gräver guld i USA","Glenmark Eriksson Strömstedt","Glenmark Eriksson Strömstedt","Swedish","Playlist","SEPQD9520120","3iAJRvvn8pywXZtvBNNP71"
"Främling","Carola","Främling","Swedish","Playlist","SEBMI8351010","2S8BQdQgN3sCA0uI0A3gXw"
"Kärleken väntar","kent","Best Of","Swedish","Playlist","SEBMC0219060","6y1dfWH5Z52RJJ6UJHSfos"
"Den vilda","One More Time","Den vilda","Swedish","Playlist","SEBGA9602010","0TYwFP4MxszHAXAJMYhi3E"
"Lev nu dö sen","Miss Li","Så mycket bättre - Tolkningarna","Swedish","Playlist","SE5HK1600133","7ubsWTUPIhre8dZiJLZ4cP"
"Säg Mig Var Du Står","Carola","Säg Mig Var Du Står","Swedish","Playlist","SEWEE2011401","23PJqdjssVlOJlKvhQe5o9"
"Professorn: Den makalösa manicken","Michael B. Tretow","Makalösa manickar","Swedish","Playlist","SEBGA1600703","10EteXmTcnJLkMlkJap4Tj"
"Gravitation","kent","Verkligen","Swedish","Playlist","SEBMC9625030","7MYC1Le5vcjyw0yBAQGVyB"
"Var ska vi sova inatt","Perikles","Namn & Nummer","Swedish","Playlist","SEPEL1001001","454J9ZekfjmjWbfcpFaur3"
"2, 4, 6, 8 Bäverhojt / 2, 4, 6, 8 Motor Way","Pistvakt","Gaj Å Partaj","Swedish","Playlist","SESQC0110100","07xadss9HQVQ0g3C9iryRu"
"Musik Non Stop","kent","Best Of","Swedish","Playlist","SEBMC9961010","0QTFPzSB1VPM5tGq8HNpAE"
"Hos dig är jag underbar","Patrik Isaksson","När verkligheten tränger sig på","Swedish","Playlist","SEBGA9902030","0Dx8AhXPvKq1iRGiaAfflE"
"Nästa Weekend","Uffe Persson","Nästa Weekend","Swedish","Playlist","SEBGA2000401","5Jk7C8ukmT2GE4nq0xUOVE"
"Sverige","kent","Vapen & Ammunition","Swedish","Playlist","SEBMC0219100","7lKBlBQGI23JHv77VCCdXO"
"Det gör ont","Lena Philipsson","Lena 20 år","Swedish","Playlist","SEBGA0403010","2aeVGqdsF7WbKZkwhcCeqm"
"Dansar aldrig nykter","Magnus Uggla","Alla får påsar","Swedish","Playlist","SEVBS9301090","6IUQMT0yDbYnYTUO37lJZ6"
"Sol, vind och vatten","Ted Gärdestad","Ted (Remastered 2009)","Swedish","Playlist","SEAYD9306050","7pvNKtULtDZcEAUBCjpykV"
"Michelangelo (Men så svara då!)","Björn Skifs","Skifs Hits!","Swedish","Playlist","SEAMA7545060","3qChO81Z9r3KDyIj4w1m4T"
"Vill du bli min fru","Drängarna","I afton logdans","Swedish","Playlist","SEBIA9501010","4ZJNkwzMJJLB7RpLzPcQtn"
"The Final Countdown","Europe","The Final Countdown (Expanded Edition)","Swedish","Playlist","USSM18600196","3MrRksHupTVEQ7YbA0FsZK"
"I'm an Albatraoz","AronChupa","I'm an Albatraoz","Swedish","Playlist","SEYOK1406001","5MhsZlmKJG6X5kTHkdwC4B"
"Forever Young","Thomas Stenström","Fulkultur","Swedish","Playlist","SEYQH1400103","0p5p2I8v2AfLrZuGteq25d"
