Name,Artist,Total_Matches,Found_Words,Matched_Lines,Link
GAS GAS GAS - EXTENDED MIX,Manuel,5,"car, car, car, car, car","[car] Do you like my car? | [car] Gonna take my car, gonna sit in | [car] Gonna take my car, gonna sit in | [car] Gonna take my car | [car] Do you like my car?",https://open.spotify.com/track/5A32buYzWvtkJizBkX8OCQ
