name,artist,totalMatches,foundWords,unplayableWords,matchedLines,track_id
La Isla Bonita,Madonna,1,sun,,"And when the samba played, the sun would set so high | And when the samba played, the sun would set so high | I want to be where the sun warms the sky | And when the samba played, the sun would set so high | And when the samba played, the sun would set so high",2Iib2MV3ECFJAourgP9dlY
Get Lucky Radio Edit feat Pharrell Williams and Nile Rodgers,Daft Punk,1,sun,planet,She's up all night 'til the sun | We're up all night 'til the sun | She's up all night 'til the sun | We're up all night 'til the sun | She's up all night 'til the sun | We're up all night 'til the sun,2Foc5Q5nqNiosCNqttzHof
We Are Young feat Janelle Monáe,fun,1,sun,moon,We can burn brighter than the sun | We can burn brighter than the sun | We can burn brighter than the sun | We can burn brighter than the sun | We can burn brighter than the sun | We can burn brighter than the sun,5rgy6ghBq1eRApCkeUdJXf
Shooting Stars,Bag Raiders,1,star,,Gave my love to a shootin' star | I'm in love with a shootin' star | Gave my love to a shootin' star | I'm in love with a shootin' star | Gave my love to a shootin' star | I'm in love with a shootin' star | Gave my love to a shootin' star | I'm in love with a shootin' star,0UeYCHOETPfai02uskjJ3x
Super Trouper,ABBA,1,sun,,Shinin' like the sun (Sup-p-per Troup-p-per) | Shinin' like the sun (Sup-p-per Troup-p-per) | Shinin' like the sun (Sup-p-per Troup-p-per) | Shinin' like the sun (Sup-p-per Troup-p-per),0J2p4KYdr6Mg4ET6JPlbe1
